1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
30.69108063,30.80258815,30.75251418,30.58035662,30.34292519,30.06791554,29.7485227,29.39599543,29.0059689,28.57259539,28.09745991,27.47450342,26.86913921,26.26261871,25.63988501,25.00510461,24.54681784,24.05023979,23.54517285,23.07752106,22.67316091,22.35136984,22.09153478,21.88954324,21.72906395,21.60058786,21.58675789,21.59161429,21.61124013,21.6409886,21.67449787,21.80028143,21.91008665,21.98922624,22.02474435,22.01526344,22.04722915,22.00600938,21.91654112,21.8117417,21.70288017,21.52850359,21.39623361,21.26817124,21.09990668,20.88113423,20.81752741,20.68990787,20.52483888,20.35926719,20.20480081,20.02513306,19.82316994,19.61704882,19.41624242,19.22372659,19.02334248,18.85852808,18.70903998,18.54931712,18.37174742,18.24401624
60.19319532,60.00670898,59.99082458,60.09870663,60.26845095,60.47161822,60.67444507,60.90874146,61.17765833,61.4906709,61.85172523,62.32651271,62.79776403,63.2722554,63.76105015,64.26444269,64.56284026,64.89944416,65.23799227,65.53483591,65.77029719,65.96279367,66.10969375,66.20451995,66.25448753,66.26774469,66.16300181,66.04740418,65.925382,65.80580489,65.69771815,65.52846265,65.39469907,65.30822933,65.28318228,65.32222608,65.3417892,65.44818445,65.61044736,65.78853853,65.96338057,66.15756712,66.31220073,66.45414817,66.61750777,66.80715428,66.80155653,66.83822395,66.88004652,66.87808434,66.81342659,66.72460481,66.61539804,66.47790687,66.31605798,66.1333887,65.94297877,65.72210602,65.48330596,65.24107673,64.99732686,64.7186221
9.115724052,9.190702869,9.256661248,9.320936756,9.388623859,9.460466246,9.577032227,9.69526311,9.816372773,9.936733716,10.05081485,10.19898387,10.33309676,10.46512589,10.59906485,10.73045269,10.89034189,11.05031606,11.21683488,11.38764303,11.5565419,11.68583649,11.79877146,11.90593681,12.01644852,12.13166746,12.2502403,12.36098154,12.46337787,12.55320651,12.62778398,12.67125592,12.69521428,12.70254443,12.69207337,12.66251048,12.61098165,12.54580618,12.47301152,12.39971976,12.33373927,12.31392929,12.29156566,12.27768059,12.28258556,12.31171149,12.38091606,12.47186818,12.5951146,12.76264847,12.9817726,13.25026214,13.56143203,13.90504431,14.2676996,14.64288471,15.03367875,15.4193659,15.80765406,16.20960614,16.63092571,17.03736166
