1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
56.09999847,55.40000153,55.5,55.40000153,55.70000076,56.20000076,56.90000153,57.29999924,57.5,58,57.40000153,56.59999847,57,57.79999924,57.79999924,56.09999847,56.79999924,57.90000153,59.29999924,59.90000153,59.20000076,59,57.79999924,57.90000153,59.5,60.09999847,60.70000076,61.5,62.29999924,63,62.79999924,61.70000076,61.5,61.70000076,62.58000183,62.95000076,63.22000122,63.84000015,64.05999756,64.25,64.40000153,63.65999985,62.72999954,62.27999878,62.34999847,62.68999863,63.11999893,62.99000168,62.18000031,59.31999969,58.47000122,58.36999893,58.56000137,58.58000183,59.00999832,59.34000015,59.72999954,60.11000061,60.41999817,60.77999878,56.77000046,58.36000061
35.5,35.40000153,35.59999847,35.79999924,36.29999924,37.09999847,38.29999924,39,39.59999847,40.70000076,40.79999924,40.40000153,41,42,42.59999847,42,43.20000076,44.5,46.40000153,47.5,47.70000076,48,47.70000076,48,49.5,50.40000153,51.40000153,52.5,53.40000153,54.29999924,54.29999924,53.70000076,53.79999924,54.09999847,55.29999924,55.70000076,56.09999847,56.86000061,57.08000183,57.43000031,57.47999954,57,56.27999878,56.13000107,55.97000122,56.24000168,56.61999893,56.63999939,56.25,54.41999817,53.56999969,53.18999863,53.13000107,53.15999985,53.52000046,53.74000168,54.08000183,54.58000183,54.88999939,55.36000061,51.50999832,53.16999817
